분류,단원,단어,뜻
표제어,Day 09,rehearse,예행연습[리허설]을 하다
파생어,Day 09,rehearsal,"리허설, 예행연습"
표제어,Day 09,ordinary,"보통의, 일상적인, 평범한"
파생어,Day 09,ordinarily,"보통, 대개"
표제어,Day 09,gaze,"빤히 보다, 응시하다; 응시"
표제어,Day 09,perspective,"견해, 관점; 원근법"
표제어,Day 09,compel,"강요하다, 억지로 행동하게 하다"
파생어,Day 09,compulsory,"강제적인, 의무적인, 필수의"
파생어,Day 09,compulsion,충동; 강제
표제어,Day 09,release,"놓아주다, 석방하다; 발표[개봉]하다; (감정을) 표출하다; 석방; 발표, 개봉; 표출"
표제어,Day 09,spill,"엎지르다, 흘리다; 유출"
표제어,Day 09,disclose,"드러내다, 폭로하다"
파생어,Day 09,disclosure,폭로
표제어,Day 09,swear,"맹세하다, 선언하다; 욕을 하다"
표제어,Day 09,passion,"열정, 정열"
파생어,Day 09,passionate,"열렬한, 정열적인"
표제어,Day 09,negotiate,"협상하다, 교섭하다"
파생어,Day 09,negotiation,협상
표제어,Day 09,rotate,회전하다[시키다]; 교대[순환] 근무를 하다
파생어,Day 09,rotation,"회전, (지구의) 자전; 순환"
파생어,Day 09,rotary,회전하는
표제어,Day 09,subject,주제; 과목; 영향을 받는; 복종시키다
표제어,Day 09,comprehensible,이해할 수 있는
파생어,Day 09,comprehend,이해하다
파생어,Day 09,comprehension,이해력
파생어,Day 09,comprehensibly,"이해할 수 있게, 뜻이 명료하게"
표제어,Day 09,comprehensive,"포괄적인, 종합적인"
표제어,Day 09,common,"일반의, 흔한; 공통의"
파생어,Day 09,commonly,"대개, 보통"
파생어,Day 09,in common,"공동으로, 공통으로"
표제어,Day 09,quote,"인용하다, 일부를 발췌해서 쓰다; 인용구[문]"
파생어,Day 09,quotation,인용구[문]; 인용(하기)
표제어,Day 09,burden,"부담, 짐; 부담[짐]을 지우다"
표제어,Day 09,thrive,"번성하다, 번영하다"
표제어,Day 10,investigate,"조사하다, 연구하다"
파생어,Day 10,investigation,"조사, 연구"
표제어,Day 10,exploit,"(부당하게) 이용하다, 착취하다; (자원 등을) 개발하다"
표제어,Day 10,figure,"수치; (중요) 인물; 모습, 사람; 몸매; 도형"
파생어,Day 10,figure out,"알아내다, 이해하다"
표제어,Day 10,spread,"퍼뜨리다, 확산되다; 펼치다; 펴 바르다; 확산"
표제어,Day 10,split,분열되다[시키다]; 나뉘다[나누다]; 쪼개지다
표제어,Day 10,explode,폭발하다[시키다]
파생어,Day 10,explosion,폭발
파생어,Day 10,explosive,폭발성의; 폭발물
표제어,Day 10,valuable,값비싼; 귀중한
파생어,Day 10,value,"가치; 높이 평가하다, 중요시하다"
표제어,Day 10,invaluable,"매우 유용한, 귀중한"
표제어,Day 10,disprove,"오류를 입증하다, 반증하다"
표제어,Day 10,accomplish,"성취하다, 완수하다"
파생어,Day 10,accomplishment,"성취, 완성; 업적"
표제어,Day 10,purify,정화하다; 순화하다
파생어,Day 10,purifier,정화 장치
표제어,Day 10,primary,주요한; 최초의
파생어,Day 10,primarily,주로
표제어,Day 10,approve,찬성하다; 승인하다
파생어,Day 10,approved,"승인된, 공인된"
파생어,Day 10,approval,"승인, 찬성"
표제어,Day 10,facilitate,"촉진하다, 용이하게 하다"
파생어,Day 10,facilitator,조력[협력]자
표제어,Day 10,opposite,정반대의; 반대쪽의; ~의 맞은편에; 반대(되는 것)
파생어,Day 10,oppose,반대하다; 겨루다
파생어,Day 10,opposition,반대; 대립
표제어,Day 10,bump,"충돌하다, 부딪치다; (부딪치는 소리) 쿵, 탁; 타박상, 혹"
표제어,Day 10,purpose,"목적, 의도"
파생어,Day 10,purposeful,목적이 있는
파생어,Day 10,on purpose,고의로
표제어,Day 10,plain,"명백한; 솔직한; 무늬가 없는; 평지, 평원"
표제어,Day 10,nominate,"지명하다, 임명하다"
파생어,Day 10,nomination,"지명, 임명"
표제어,Day 10,shift,이동하다; 바꾸다; 변화; 교대
표제어,Day 10,trigger,촉발시키다; 작동시키다; 방아쇠; 계기
표제어,Day 10,acquire,"얻다, 습득하다; 획득하다"
파생어,Day 10,acquisition,취득(물); 습득
표제어,Day 10,embrace,"포옹하다; 받아들이다; 포옹; 수락, 용인"
표제어,Day 10,humanity,"인간성, 인류"
표제어,Day 10,virtue,"미덕, 덕목; 장점"
표제어,Day 10,compete,"경쟁하다; 겨루다, (시합 등에) 참가하다"
파생어,Day 10,competition,경쟁; 대회
파생어,Day 10,competitive,"경쟁의, 경쟁력 있는"
표제어,Day 10,applaud,박수갈채하다; 칭찬하다
파생어,Day 10,applause,박수(갈채)
표제어,Day 10,stir,"휘젓다, 뒤섞다; 움직이다; 마음을 흔들다"
파생어,Day 10,stirring,"마음을 뒤흔드는, 감동시키는"
표제어,Day 10,vibrate,"흔들리다, 진동하다"
파생어,Day 10,vibration,"떨림, 진동"
표제어,Day 10,soak,흠뻑 적시다; 담그다[담기다]
표제어,Day 11,annual,"매년의, 연례의"
표제어,Day 11,dare,"감히 ~하다, (위험을) 무릅쓰다"
표제어,Day 11,confident,자신 있는; 확신하는
파생어,Day 11,confidence,신뢰; 자신(감)
표제어,Day 11,confidential,"비밀의, 기밀의"
파생어,Day 11,confidentially,은밀하게
파생어,Day 11,confidentiality,"비밀, 기밀(성)"
표제어,Day 11,innovate,"혁신하다, 쇄신하다"
파생어,Day 11,innovative,혁신적인
파생어,Day 11,innovation,"혁신, 쇄신"
표제어,Day 11,scatter,(흩)뿌리다; 흩어지다[흩어지게 하다]
표제어,Day 11,obscure,모호한; 잘 알려지지 않은; 모호하게 하다
파생어,Day 11,obscurely,애매하게
파생어,Day 11,obscurity,모호함; 무명
표제어,Day 11,lie,눕다; (~의 상태로) 있다; 거짓말하다; 거짓말
파생어,Day 11,liar,거짓말쟁이
표제어,Day 11,lay,"놓다, 두다; (알을) 낳다"
표제어,Day 11,recover,회복하다; 되찾다
파생어,Day 11,recovery,회복; 되찾기
표제어,Day 11,range,"범위; 다양성; 포함하다, (범위가 ~에서 …에) 이르다"
표제어,Day 11,compensate,"보상하다, 변상하다"
파생어,Day 11,compensation,"보상, 배상(금)"
표제어,Day 11,merit,"장점; (칭찬할 만한) 가치, 우수성"
표제어,Day 11,produce,"생산하다, 제조하다; 야기하다; 농산물"
파생어,Day 11,productive,생산적인
파생어,Day 11,production,"생산, 제작"
파생어,Day 11,product,생산품
파생어,Day 11,productivity,생산성
표제어,Day 11,license,"면허, 인가; 면허를 주다, 허가하다"
파생어,Day 11,licensed,"공적으로 인가된, 면허증을 소지한"
표제어,Day 11,regulate,규제하다; 조정하다
파생어,Day 11,regulation,규정; 규제
표제어,Day 11,display,"전시[진열]하다; 드러내다; 전시; 표현, 과시"
표제어,Day 11,considerable,"상당한, 적지 않은"
파생어,Day 11,considerably,"상당히, 꽤"
표제어,Day 11,considerate,"사려 깊은, 이해심[동정심]이 많은"
파생어,Day 11,consideration,"고려, 숙고"
표제어,Day 11,orphan,고아
파생어,Day 11,orphanage,고아원
표제어,Day 11,electronic,"전자의, 전자공학의"
파생어,Day 11,electron,전자
표제어,Day 11,survive,"살아남다, 생존하다; (위기 등을) 견뎌 내다"
파생어,Day 11,survival,생존
표제어,Day 11,string,"끈, 줄; 묶다, 끈을 달다"
표제어,Day 11,expertise,전문 지식[기술]
표제어,Day 11,dread,"몹시 무서워하다, 두려워하다; 두려움"
표제어,Day 11,escape,"달아나다, 탈출하다, 벗어나다; 탈출, 도피"
표제어,Day 11,uncover,덮개를 열다; 폭로하다
표제어,Day 11,tackle,"기구, 도구; 다루다; 착수하다"
표제어,Day 11,urge,재촉하다; 강제하다; 설득하다; 충동; 열망
파생어,Day 11,urge A to B,A에게 B하도록 설득하다
표제어,Day 11,liquid,"액체의, 맑은; 액체"
표제어,Day 12,occupy,차지하다; (마음·주의 등을) 끌다; 점령하다
표제어,Day 12,pursue,추구하다; 뒤쫓다
파생어,Day 12,pursuit,추구; 추격
표제어,Day 12,restoration,"복구, 복원; 회복"
파생어,Day 12,restore,"복구하다; 되찾게 하다, 회복시키다"
표제어,Day 12,worship,"숭배하다; 예배를 보다; 숭배, 예배"
파생어,Day 12,worshipper,"숭배자, 예배자"
파생어,Day 12,worshipful,숭배하는
표제어,Day 12,assign,"할당하다, 배정하다"
파생어,Day 12,assignment,할당; 숙제
표제어,Day 12,degree,정도; (각도·온도계의) 도; 학위
표제어,Day 12,associate,"연상하다, 연관 짓다; 교제하다"
파생어,Day 12,association,"협회, 단체; 유대, 연계"
표제어,Day 12,prospect,"가망, 가능성; ((~s)) 전망"
파생어,Day 12,prospective,가망 있는; 예상된
표제어,Day 12,likewise,마찬가지로
표제어,Day 12,industrial,산업[공업]의; 공업용의
파생어,Day 12,industry,"산업, 제조업"
파생어,Day 12,industrialization,산업[공업]화
파생어,Day 12,industrialize,산업[공업]화하다
표제어,Day 12,aspect,측면; 방향
파생어,Day 12,"in every aspect, in all aspects",모든 면에서
표제어,Day 12,endeavor,"노력하다, 시도하다; 노력, 시도"
표제어,Day 12,bond,유대; ((~s)) 속박; 채권; 유대를 맺다
표제어,Day 12,shrink,줄어들다[줄어들게 하다]
표제어,Day 12,insist,"주장하다; 고집하다, 우기다"
파생어,Day 12,insistent,고집하는; 계속되는
파생어,Day 12,insistence,"주장, 강요"
표제어,Day 12,sacred,"신성한, 성스러운"
표제어,Day 12,ridiculous,"우스운, 터무니없는"
파생어,Day 12,ridiculously,"우스꽝스럽게, 터무니없이"
파생어,Day 12,ridicule,비웃음; 비웃다
표제어,Day 12,establish,"수립하다, 설립하다"
파생어,Day 12,establishment,기관; 설립
파생어,Day 12,established,확실히 자리를 잡은
표제어,Day 12,pale,"핏기 없는, 창백한; (색깔이) 옅은"
표제어,Day 12,restrict,"제한하다, 한정하다"
파생어,Day 12,restriction,"제한, 한정"
파생어,Day 12,restrictive,제한하는
표제어,Day 12,overcome,"극복하다, 이겨내다"
표제어,Day 12,activate,"작동시키다, 활성화하다"
파생어,Day 12,activation,"활동화, 활성화"
표제어,Day 12,popularity,인기; 대중성
파생어,Day 12,popular,인기 있는; 대중적인
파생어,Day 12,popularize,대중화하다
표제어,Day 12,population,"인구, (모든) 주민"
파생어,Day 12,populate,"살다, 거주하다"
표제어,Day 12,precious,"귀중한, 값비싼; 소중한"
표제어,Day 12,construct,"건설하다, 조립하다; 구성하다; 구조물"
파생어,Day 12,construction,"건설, 공사"
파생어,Day 12,constructive,건설적인
표제어,Day 12,instruct,지시하다; 가르치다
파생어,Day 12,instruction,지시; ((~s)) 설명서; 가르침
표제어,Day 12,compulsory,"강제적인, 의무적인, 필수의"
표제어,Day 12,unique,독특한; 유일(무이)한
표제어,Day 12,illustrate,(예를 들어) 설명하다; 삽화를 넣다
파생어,Day 12,illustration,삽화; 실례
표제어,Day 13,distinguish,"구별하다, 식별하다"
파생어,Day 13,distinct,뚜렷한; 별개의
파생어,Day 13,distinguished,"유명한, 저명한"
표제어,Day 13,crop,"농작물, 수확물; 자르다; 재배하다, 수확하다"
표제어,Day 13,otherwise,만약 그렇지 않다면
표제어,Day 13,certificate,"증명서, 수료증; 증명하다"
표제어,Day 13,trait,"특성, 특징"
표제어,Day 13,punish,"처벌하다, 벌주다"
파생어,Day 13,punishment,"처벌, 형벌"
표제어,Day 13,appropriate,"적절한, 알맞은"
표제어,Day 13,raise,올리다; 모금하다; 기르다; 제기하다
표제어,Day 13,specific,"구체적인, 명확한; 특정한"
파생어,Day 13,specifically,명확히; 특히
표제어,Day 13,translate,"번역하다, 해석하다"
파생어,Day 13,translation,"번역, 해석"
파생어,Day 13,translator,"번역가, 통역사"
표제어,Day 13,horizon,"((the ~)) 지평선, 수평선; ((~s)) 시야"
파생어,Day 13,horizontal,"수평의, 가로의"
표제어,Day 13,inhibit,"억제하다, 못하게 하다"
파생어,Day 13,inhibition,"억제, 방해"
표제어,Day 13,divine,"신의, 신성한"
파생어,Day 13,divinely,"신처럼, 훌륭하게"
표제어,Day 13,unify,"통일하다, 통합하다"
파생어,Day 13,unification,"통일, 통합"
표제어,Day 13,prohibit,금지하다; ~하지 못하게 하다
파생어,Day 13,prohibition,금지(령)
표제어,Day 13,retreat,"후퇴, 철수; 물러서다, 후퇴하다"
표제어,Day 13,equipment,"장비, 용품; 설치, 설비"
파생어,Day 13,equip,장비를 갖추다; (~에게 필요한 것을) 갖추게 하다
표제어,Day 13,intuition,"직관력; 직감, 직관"
파생어,Day 13,intuitive,"직관에 의한, 직감하는"
파생어,Day 13,by intuition,직감적으로
표제어,Day 13,whereas,"그런데, ~에 반해서"
표제어,Day 13,ruin,"망치다; 파괴, 붕괴; 잔해, 폐허"
파생어,Day 13,ruinous,파괴적인; 황폐한
파생어,Day 13,be[lie] in ruins,폐허가 되다
표제어,Day 13,successful,"성공한, 성공적인"
파생어,Day 13,success,"성공, 출세"
파생어,Day 13,succeed,"성공하다; 뒤따르다, 계승하다"
표제어,Day 13,successive,"연속적인, 연이은"
파생어,Day 13,succession,연속; 계승
파생어,Day 13,successor,계승자
표제어,Day 13,splendid,"화려한, 아주 인상적인"
표제어,Day 13,routine,"틀에 박힌 일, 일과; 일상적인; 지루한"
표제어,Day 13,comparative,비교의; 상대적인
파생어,Day 13,compare,"비교하다, 비유하다"
파생어,Day 13,comparison,"비교, 비유"
표제어,Day 13,comparable,비슷한; ~에 필적하는
표제어,Day 13,randomly,임의로
파생어,Day 13,random,"무작위의, 닥치는 대로 하는"
표제어,Day 13,implication,"함축, 암시; 영향, 결과"
표제어,Day 13,pretend,"~인 척하다, 가장하다"
표제어,Day 13,separate,"분리하다[되다], 갈라지다[놓다]; 분리된; 별개의"
파생어,Day 13,separation,"분리, 구분"
파생어,Day 13,separately,"따로따로, 별도로"
표제어,Day 14,recharge,충전하다
파생어,Day 14,rechargeable,충전할 수 있는
표제어,Day 14,remain,"여전히 ~인 채로 있다; 남다; 머무르다; ((~s)) 남은 것, 유적"
파생어,Day 14,remainder,"나머지, 잔여"
표제어,Day 14,reproduce,"번식하다; 재생하다, 재현하다; 복사하다, 복제하다"
파생어,Day 14,reproduction,번식; 복제(품)
파생어,Day 14,reproductive,번식하는
표제어,Day 14,reform,"개혁하다[되다], 개선하다[되다]; 개혁, 개선"
파생어,Day 14,reformation,"개선, 개혁"
파생어,Day 14,reformer,개혁가
표제어,Day 14,revolution,혁명
파생어,Day 14,revolutionary,"혁명의, 혁명적인"
표제어,Day 14,abuse,남용하다; 학대하다; 남용; 학대
표제어,Day 14,abnormal,"이상한, 비정상적인"
파생어,Day 14,abnormality,"기형, 이상"
표제어,Day 14,accompany,"동행하다, 동반하다; 수반하여 일어나다"
표제어,Day 14,accumulate,"모으다[모이다], 축적하다[되다]"
파생어,Day 14,accumulation,축적
파생어,Day 14,accumulative,축적하는
표제어,Day 14,accustomed,"익숙해진, 길들여진"
파생어,Day 14,be[get] accustomed to,~에 익숙해지다
표제어,Day 14,advocate,"옹호하다, 지지하다; 옹호자, 지지자; 변호사"
파생어,Day 14,advocacy,"옹호, 지지"
표제어,Day 14,prolong,"연장하다, 연기하다"
표제어,Day 14,prophecy,예언(력)
파생어,Day 14,prophet,예언자
파생어,Day 14,prophetic,"예언적인, 예언의"
표제어,Day 14,progress,"진행, 진전; 진보, 발달; 진행되다; 진보하다; 나아가다"
표제어,Day 14,combat,"전투; 싸우다, 투쟁하다"
파생어,Day 14,combatant,"전투원, 전투부대"
